YP_009555241.1,YP_009555241.1,100.000,1353,0,0,1,1353,1,1353,0.0,2791,100.00
YP_009555241.1,YP_173238.1,62.653,1387,453,14,1,1353,1,1356,0.0,1774,76.21
YP_009555241.1,YP_009047204.1,41.276,768,384,17,618,1342,600,1343,1.86e-166,525,55.73
YP_009555241.1,YP_009047204.1,27.184,206,143,3,246,446,290,493,1.98e-24,101,51.46
YP_009555241.1,YP_009047204.1,37.500,16,10,0,100,115,1168,1183,5.9,20.8,68.75
YP_009555241.1,YP_009724390.1,37.790,733,417,12,611,1324,528,1240,5.09e-148,473,54.98
YP_009555241.1,YP_009724390.1,30.457,197,132,3,244,436,242,437,1.65e-23,98.2,47.21
YP_009555241.1,NP_828851.1,37.154,759,432,13,611,1348,514,1248,1.45e-147,472,53.75
YP_009555241.1,NP_828851.1,23.982,442,266,17,54,466,50,450,7.53e-24,99.4,41.63
YP_009555241.1,YP_003767.1,33.465,762,427,18,614,1337,620,1339,8.12e-100,339,48.95
YP_009555241.1,NP_073551.1,32.640,769,422,22,615,1337,440,1158,1.69e-99,336,47.33
YP_173238.1,YP_173238.1,100.000,1356,0,0,1,1356,1,1356,0.0,2778,100.00
YP_173238.1,YP_009555241.1,62.942,1387,449,14,1,1356,1,1353,0.0,1764,76.64
YP_173238.1,YP_009047204.1,37.927,791,417,20,598,1342,578,1340,4.24e-156,497,54.99
YP_173238.1,YP_009047204.1,25.901,444,270,14,40,430,48,485,2.26e-29,117,43.24
YP_173238.1,YP_009724390.1,35.946,740,428,14,611,1329,528,1242,9.29e-143,459,55.27
YP_173238.1,YP_009724390.1,30.058,173,119,2,256,427,265,436,2.87e-20,87.4,46.24
YP_173238.1,NP_828851.1,34.923,776,448,19,587,1339,495,1236,3.01e-137,444,53.99
YP_173238.1,NP_828851.1,25.648,347,234,8,125,449,102,446,3.35e-26,107,42.07
YP_173238.1,NP_828851.1,33.333,27,18,0,1129,1155,177,203,3.2,21.6,51.85
YP_173238.1,NP_073551.1,33.290,763,426,23,616,1340,441,1158,1.17e-106,357,48.89
YP_173238.1,YP_003767.1,32.237,760,428,14,621,1340,627,1339,1.08e-96,330,47.50
YP_173238.1,YP_003767.1,24.444,45,34,0,883,927,357,401,6.5,20.8,42.22
YP_009724390.1,YP_009724390.1,100.000,1273,0,0,1,1273,1,1273,0.0,2637,100.00
YP_009724390.1,NP_828851.1,75.959,1277,281,8,1,1273,1,1255,0.0,2038,86.84
YP_009724390.1,YP_009047204.1,35.099,1057,610,28,263,1263,311,1347,4.84e-177,551,51.75
